well,date,gas_mmcf,water_bbl,prod_days,choke_64ths,whfp_psig,line_pressure_psig,bhp_psig
M-11-HRL,1978-03-01,27.372,0.0,,,,,
M-11-HRL,1978-04-01,321.709,47.7,,,,,
M-11-HRL,1978-05-01,299.598,82.46,,,,,
M-11-HRL,1978-06-01,235.951,179.1,,,,,
M-11-HRL,1978-07-01,240.72,145.08,,,,,
M-11-HRL,1978-08-01,212.884,129.27,,,,,
M-11-HRL,1978-09-01,199.322,222.9,,,,,
M-11-HRL,1978-10-01,226.356,442.37,,,,,
M-11-HRL,1978-11-01,168.136,440.4,,,,,
M-11-HRL,1978-12-01,198.517,265.36,,,,,
M-11-HRL,1979-01-01,0.0,0.0,,,,,
M-11-HRL,1979-02-01,0.0,0.0,,,,,
M-11-HRL,1979-03-01,118.452,159.96,,,,,
M-11-HRL,1979-04-01,146.024,123.6,,,,,
M-11-HRL,1979-05-01,165.603,312.48,,,,,
M-11-HRL,1979-06-01,24.634,97.5,,,,,
M-11-HRL,1979-07-01,0.0,0.0,,,,,
M-11-HRL,1979-08-01,0.0,0.0,,,,,
M-11-HRL,1979-09-01,30.209,10.5,,,,,
M-11-HRL,1979-10-01,118.641,156.86,,,,,
M-11-HRL,1979-11-01,155.418,180.0,,,,,
M-11-HRL,1979-12-01,150.461,70.68,,,,,
M-11-HRL,1980-01-01,94.658,337.59,,,,,
M-11-HRL,1980-02-01,0.0,0.0,,,,,
M-11-HRL,1980-03-01,0.0,0.0,,,,,
M-11-HRL,1980-04-01,0.0,0.0,,,,,
M-11-HRL,1980-05-01,0.0,0.0,,,,,
M-11-HRL,1980-06-01,0.0,0.0,,,,,
M-11-HRL,1980-07-01,0.0,0.0,,,,,
M-11-HRL,1980-08-01,0.0,0.0,,,,,
M-11-HRL,1980-09-01,56.075,36.3,,,,,
M-11-HRL,1980-10-01,59.831,41.54,,,,,
M-11-HRL,1980-11-01,0.0,0.0,,,,,
M-11-HRL,1980-12-01,0.0,0.0,,,,,
M-11-HRL,1981-01-01,0.0,0.0,,,,,
M-11-HRL,1981-02-01,0.0,0.0,,,,,
M-11-HRL,1981-03-01,0.0,0.0,,,,,
M-11-HRL,1981-04-01,0.0,0.0,,,,,
M-11-HRL,1981-05-01,0.0,0.0,,,,,
M-11-HRL,1981-06-01,0.0,0.0,,,,,
M-11-HRL,1981-07-01,0.0,0.0,,,,,
M-11-HRL,1981-08-01,0.0,0.0,,,,,
M-11-HRL,1981-09-01,0.0,0.0,,,,,
M-11-HRL,1981-10-01,4.164,0.0,,,,,
M-11-HRL,1981-11-01,140.605,400.2,,,,,
M-11-HRL,1981-12-01,197.513,66.65,,,,,
M-11-HRL,1982-01-01,193.655,252.65,,,,,
M-11-HRL,1982-02-01,134.124,156.52,,,,,
M-11-HRL,1982-03-01,170.499,198.71,,,,,
M-11-HRL,1982-04-01,145.749,169.8,,,,,
M-11-HRL,1982-05-01,152.71,177.94,,,,,
M-11-HRL,1982-06-01,171.762,200.4,,,,,
M-11-HRL,1982-07-01,170.531,198.71,,,,,
M-11-HRL,1982-08-01,173.152,201.81,,,,,
M-11-HRL,1982-09-01,171.936,200.4,,,,,
M-11-HRL,1982-10-01,139.986,163.06,,,,,
M-11-HRL,1982-11-01,109.871,191.1,,,,,
M-11-HRL,1982-12-01,171.558,199.95,,,,,
M-11-HRL,1983-01-01,172.481,201.19,,,,,
M-11-HRL,1983-02-01,142.888,66.08,,,,,
M-11-HRL,1983-03-01,0.0,0.0,,,,,
M-11-HRL,1983-04-01,0.0,0.0,,,,,
M-11-HRL,1983-05-01,0.0,0.0,,,,,
M-11-HRL,1983-06-01,0.0,0.0,,,,,
M-11-HRL,1983-07-01,59.825,69.75,,,,,
M-11-HRL,1983-08-01,209.678,244.59,,,,,
M-11-HRL,1983-09-01,164.141,398.7,,,,,
M-11-HRL,1983-10-01,190.42,669.29,,,,,
M-11-HRL,1983-11-01,148.252,538.2,,,,,
M-11-HRL,1983-12-01,132.866,366.11,,,,,
M-11-HRL,1984-01-01,130.908,81.952,,,,,
M-11-HRL,1984-02-01,141.979,95.238,,,,,
M-11-HRL,1984-03-01,65.894,84.714,,,,,
M-11-HRL,1984-04-01,95.856,2.571,,,,,
M-11-HRL,1984-05-01,109.475,181.048,,,,,
M-11-HRL,1984-06-01,132.301,218.81,,,,,
M-11-HRL,1984-07-01,120.049,198.548,,,,,
M-11-HRL,1984-08-01,115.088,190.333,,,,,
M-11-HRL,1984-09-01,114.661,189.619,,,,,
M-11-HRL,1984-10-01,120.891,199.952,,,,,
M-11-HRL,1984-11-01,131.669,217.762,,,,,
M-11-HRL,1984-12-01,128.976,202.0,,,,,
M-11-HRL,1985-01-01,118.87,196.595,,,,,
M-11-HRL,1985-02-01,112.961,186.81,,,,,
M-11-HRL,1985-03-01,64.08,121.643,,,,,
M-11-HRL,1985-04-01,101.345,167.595,,,,,
M-11-HRL,1985-05-01,108.553,179.524,,,,,
M-11-HRL,1985-06-01,135.155,223.524,,,,,
M-11-HRL,1985-07-01,122.401,202.429,,,,,
M-11-HRL,1985-08-01,156.891,283.786,,,,,
M-11-HRL,1985-09-01,179.442,358.381,,,,,
M-11-HRL,1985-10-01,102.132,203.976,,,,,
M-11-HRL,1985-11-01,137.704,275.024,,,,,
M-11-HRL,1985-12-01,123.836,248.857,,,,,
M-11-HRL,1986-01-01,0.0,0.0,,,,,
M-11-HRL,1986-02-01,0.0,0.0,,,,,
M-11-HRL,1986-03-01,12.883,21.31,,,,,
M-11-HRL,1986-04-01,21.637,35.786,,,,,
M-11-HRL,1986-05-01,0.0,0.0,,,,,
M-11-HRL,1986-06-01,0.0,0.0,,,,,
M-11-HRL,1986-07-01,0.0,0.0,,,,,
M-11-HRL,1986-08-01,0.0,0.0,,,,,
M-11-HRL,1986-09-01,0.0,0.0,,,,,
M-11-HRL,1986-10-01,0.0,0.0,,,,,
M-11-HRL,1986-11-01,0.0,0.0,,,,,
M-11-HRL,1986-12-01,118.835,196.524,,,,,
M-11-HRL,1987-01-01,121.611,201.119,,,,,
M-11-HRL,1987-02-01,97.494,144.238,,,,,
M-11-HRL,1987-03-01,10.877,0.286,,,,,
M-11-HRL,1987-04-01,0.0,0.0,,,,,
M-11-HRL,1987-05-01,0.0,0.0,,,,,
M-11-HRL,1987-06-01,0.0,0.0,,,,,
M-11-HRL,1987-07-01,0.0,0.0,,,,,
M-11-HRL,1987-08-01,0.0,0.0,,,,,
M-11-HRL,1987-09-01,0.0,0.0,,,,,
M-11-HRL,1987-10-01,0.0,0.0,,,,,
M-11-HRL,1987-11-01,0.0,0.0,,,,,
M-11-HRL,1987-12-01,32.666,0.857,,,,,
M-11-HRL,1988-01-01,72.148,1.905,,,,,
M-11-HRL,1988-02-01,94.765,84.81,,,,,
M-11-HRL,1988-03-01,69.236,20.762,,,,,
M-11-HRL,1988-04-01,53.944,1.5,,,,,
M-11-HRL,1988-05-01,72.34,1.952,,,,,
M-11-HRL,1988-06-01,78.959,68.738,,,,,
M-11-HRL,1988-07-01,68.892,56.357,,,,,
M-11-HRL,1988-08-01,64.099,1.571,,,,,
M-11-HRL,1988-09-01,65.885,1.643,,,,,
M-11-HRL,1988-10-01,62.349,43.333,,,,,
M-11-HRL,1988-11-01,59.808,42.714,,,,,1053.0
M-11-HRL,1988-12-01,76.573,58.048,,,,,
M-11-HRL,1989-01-01,49.788,36.333,,,,,
M-11-HRL,1989-02-01,48.84,35.619,,,,,
M-11-HRL,1989-03-01,51.427,37.595,,,,,
M-11-HRL,1989-04-01,81.133,59.738,,,,,
M-11-HRL,1989-05-01,95.226,68.976,,,,,
M-11-HRL,1989-06-01,97.504,68.214,,,,,
M-11-HRL,1989-07-01,95.986,56.762,,,,,
M-11-HRL,1989-08-01,102.142,72.905,,,,,
M-11-HRL,1989-09-01,85.773,62.548,,,,,
M-11-HRL,1989-10-01,75.537,106.381,,,,,
M-11-HRL,1989-11-01,68.488,99.095,,,,,
M-11-HRL,1989-12-01,79.885,114.833,,,,,
M-11-HRL,1990-01-01,76.144,107.548,,,,,
M-11-HRL,1990-02-01,66.881,95.429,,,,,
M-11-HRL,1990-03-01,85.708,119.881,,,,,
M-11-HRL,1990-04-01,69.038,96.929,,,,,
M-11-HRL,1990-05-01,55.877,79.476,,,,,1067.0
M-11-HRL,1990-06-01,77.526,109.738,,,793.1,,
M-11-HRL,1990-07-01,70.902,98.738,,,,,
M-11-HRL,1990-08-01,65.268,94.69,,,,,
M-11-HRL,1990-09-01,69.106,95.476,,,829.3,,
M-11-HRL,1990-10-01,58.766,84.69,,,,,
M-11-HRL,1990-11-01,56.261,81.0,,,,,
M-11-HRL,1990-12-01,121.573,173.095,,,,,
M-11-HRL,1991-01-01,93.491,183.929,,,,,
M-11-HRL,1991-02-01,67.325,153.881,,,,,
M-11-HRL,1991-03-01,78.954,167.381,,,,,
M-11-HRL,1991-04-01,64.961,133.857,,,,,
M-11-HRL,1991-05-01,55.234,113.857,,,,,
M-11-HRL,1991-06-01,47.188,93.0,,,,,
M-11-HRL,1991-07-01,52.601,61.19,,,,,
M-11-HRL,1991-08-01,55.921,65.595,,,,,
M-11-HRL,1991-09-01,49.835,58.81,,,,,
M-11-HRL,1991-10-01,42.74,50.357,,,,,
M-11-HRL,1991-11-01,51.72,60.952,,,,,1048.0
M-11-HRL,1991-12-01,40.637,47.905,,,,,
M-11-HRL,1992-01-01,45.285,53.0,,,,,
M-11-HRL,1992-02-01,66.341,78.452,,,,,1034.0
M-11-HRL,1992-03-01,81.794,97.048,,,,,
M-11-HRL,1992-04-01,72.651,85.5,,,,,
M-11-HRL,1992-05-01,95.519,113.976,,,,,
M-11-HRL,1992-06-01,62.85,73.738,,,,,
M-11-HRL,1992-07-01,35.158,41.619,,,,,
M-11-HRL,1992-08-01,0.0,0.0,,,,,
M-11-HRL,1992-09-01,38.332,44.19,,,,,
M-11-HRL,1992-10-01,71.369,184.881,,,,,
M-11-HRL,1992-11-01,53.79,136.786,,,,,
M-11-HRL,1992-12-01,47.587,122.0,,,,,
M-11-HRL,1993-01-01,56.035,145.452,,,,,
M-11-HRL,1993-02-01,64.407,169.786,,,,,
M-11-HRL,1993-03-01,58.83,152.048,,,,,
M-11-HRL,1993-04-01,69.551,179.214,,,,,
M-11-HRL,1993-05-01,56.758,146.952,,,,,
M-11-HRL,1993-06-01,49.156,125.976,,,,,
M-11-HRL,1993-07-01,53.504,25.381,,,,,
M-11-HRL,1993-08-01,42.018,19.929,,,,,1022.0
M-11-HRL,1993-09-01,31.903,15.19,,,,,
M-11-HRL,1993-10-01,52.63,25.119,,,,,
M-11-HRL,1993-11-01,49.105,23.643,,,,,
M-11-HRL,1993-12-01,47.382,22.69,,,,,
M-11-HRL,1994-01-01,49.216,23.143,,,,,
M-11-HRL,1994-02-01,48.047,1.738,,,,,
M-11-HRL,1994-03-01,53.686,24.976,,,,,
M-11-HRL,1994-04-01,55.833,26.071,,,,,
M-11-HRL,1994-05-01,62.321,15.048,,,,,
M-11-HRL,1994-06-01,51.284,12.452,,,,,
M-11-HRL,1994-07-01,52.643,12.738,,,,,
M-11-HRL,1994-08-01,53.201,12.81,,,,,
M-11-HRL,1994-09-01,51.731,12.571,,,,,
M-11-HRL,1994-10-01,30.612,7.262,,,,,1011.0
M-11-HRL,1994-11-01,52.515,12.5,,,,,
M-11-HRL,1994-12-01,53.486,12.881,,,,,
M-11-HRL,1995-01-01,52.968,12.643,,,818.5,,
M-11-HRL,1995-02-01,48.694,11.643,,,810.4,,
M-11-HRL,1995-03-01,53.059,12.667,,,,,
M-11-HRL,1995-04-01,38.684,9.262,,,808.9,,
M-11-HRL,1995-05-01,52.389,14.881,,,778.2,,
M-11-HRL,1995-06-01,53.485,15.048,,,,,
M-11-HRL,1995-07-01,56.618,15.81,,,,,
M-11-HRL,1995-08-01,55.929,14.333,,,798.5,,
M-11-HRL,1995-09-01,51.283,13.19,,,790.8,,
M-11-HRL,1995-10-01,102.77,26.5,,,764.7,,
M-11-HRL,1995-11-01,98.209,249.476,,,752.0,,
M-11-HRL,1995-12-01,30.083,75.881,,,800.5,,
M-11-HRL,1996-01-01,50.803,127.571,,,753.0,,
M-11-HRL,1996-02-01,61.841,157.238,,,773.3,,
M-11-HRL,1996-03-01,78.171,196.333,,,,,
M-11-HRL,1996-04-01,70.336,198.119,,,763.1,,
M-11-HRL,1996-05-01,78.315,128.69,,,732.8,,
M-11-HRL,1996-06-01,43.627,110.976,,,733.0,,
M-11-HRL,1996-07-01,87.492,264.714,,,734.7,,
M-11-HRL,1996-08-01,71.772,216.524,,,749.5,,
M-11-HRL,1996-09-01,39.597,120.167,,,804.0,,
M-11-HRL,1996-10-01,38.324,77.762,,,804.0,,
M-11-HRL,1996-11-01,83.729,167.048,,,803.0,,
M-11-HRL,1996-12-01,94.585,188.881,,,745.1,,
M-11-HRL,1997-01-01,74.181,149.738,,,,,977.0
M-11-HRL,1997-02-01,56.054,114.238,,,,,
M-11-HRL,1997-03-01,60.449,121.833,,,,,
M-11-HRL,1997-04-01,62.021,126.262,,,,,
M-11-HRL,1997-05-01,61.229,123.476,,,,,
M-11-HRL,1997-06-01,59.192,120.286,,,,,
M-11-HRL,1997-07-01,59.967,121.262,,,,,
M-11-HRL,1997-08-01,65.735,132.786,,,,,
M-11-HRL,1997-09-01,76.06,53.071,,,,,
M-11-HRL,1997-10-01,97.423,43.476,,,,,
M-11-HRL,1997-11-01,83.658,9.429,,,,,
M-11-HRL,1997-12-01,60.36,1.524,,,,,
M-11-HRL,1998-01-01,64.154,1.738,,,,,
M-11-HRL,1998-02-01,58.403,1.452,,,,,
M-11-HRL,1998-03-01,73.76,1.833,,,,,973.0
M-11-HRL,1998-04-01,73.377,1.833,,,,,
M-11-HRL,1998-05-01,76.021,4.024,,,,,
M-11-HRL,1998-06-01,19.926,1.048,,,,,
M-11-HRL,1998-07-01,95.507,77.5,,,753.2,,
M-11-HRL,1998-08-01,110.06,179.452,,,,,
M-11-HRL,1998-09-01,80.116,27.357,,,,,
M-11-HRL,1998-10-01,66.726,1.476,,,,,
M-11-HRL,1998-11-01,67.758,1.5,,,,,
M-11-HRL,1998-12-01,71.911,38.071,,,,,
M-11-HRL,1999-01-01,74.533,33.595,,,,,
M-11-HRL,1999-02-01,75.79,68.238,,,715.3,,
M-11-HRL,1999-03-01,71.49,64.31,,,,,
M-11-HRL,1999-04-01,74.163,2.071,,,,,
M-11-HRL,1999-05-01,91.38,2.548,,,,,
M-11-HRL,1999-06-01,78.705,2.024,,,,,
M-11-HRL,1999-07-01,70.979,1.833,,,694.5,,
M-11-HRL,1999-08-01,67.553,1.071,,,685.5,,
M-11-HRL,1999-09-01,81.77,1.31,,,,,
M-11-HRL,1999-10-01,79.747,3.048,,,690.2,,
M-11-HRL,1999-11-01,79.459,67.976,,,,,
M-11-HRL,1999-12-01,177.683,432.452,,,,,
M-11-HRL,2000-01-01,109.359,232.071,,,,,
M-11-HRL,2000-02-01,56.396,119.095,,,,,
M-11-HRL,2000-03-01,117.328,93.381,,,,,
M-11-HRL,2000-04-01,91.395,61.024,,,,,
M-11-HRL,2000-05-01,74.774,49.929,,,687.0,,
M-11-HRL,2000-06-01,45.902,30.643,,,674.1,,
M-11-HRL,2000-07-01,85.879,57.286,,,,,936.0
M-11-HRL,2000-08-01,58.352,38.929,,,682.5,,
M-11-HRL,2000-09-01,55.434,36.905,,,,,
M-11-HRL,2000-10-01,60.874,40.714,,,,,
M-11-HRL,2000-11-01,54.077,2.714,,,691.6,,
M-11-HRL,2000-12-01,59.571,4.357,,,,,
M-11-HRL,2001-01-01,71.572,5.786,,,679.8,,
M-11-HRL,2001-02-01,57.393,4.619,,,704.8,,
M-11-HRL,2001-03-01,50.839,1.976,,,690.0,,
M-11-HRL,2001-04-01,50.743,1.976,,,,,
M-11-HRL,2001-05-01,51.303,2.0,,,685.3,,
M-11-HRL,2001-06-01,46.802,1.81,,,675.8,,
M-11-HRL,2001-07-01,32.464,1.262,,,677.6,,
M-11-HRL,2001-08-01,31.724,0.857,,,672.4,,921.0
M-11-HRL,2001-09-01,33.232,0.905,,,676.5,,
M-11-HRL,2001-10-01,36.216,2.476,,,673.3,,
M-11-HRL,2001-11-01,34.358,2.381,,,673.3,,
M-11-HRL,2001-12-01,35.865,2.452,,,660.3,,
M-11-HRL,2002-01-01,33.188,79.476,,,,,
M-11-HRL,2002-02-01,37.239,88.81,,,661.7,,
M-11-HRL,2002-03-01,34.114,81.714,,,677.5,,
M-11-HRL,2002-04-01,42.285,101.786,,,663.5,,
M-11-HRL,2002-05-01,48.609,116.548,,,663.4,,
M-11-HRL,2002-06-01,38.742,93.19,,,669.3,,
M-11-HRL,2002-07-01,42.356,101.333,,,,,
M-11-HRL,2002-08-01,44.816,15.31,,,663.3,,
M-11-HRL,2002-09-01,48.317,16.5,,,,,909.0
M-11-HRL,2002-10-01,50.078,17.071,,,660.8,,
M-11-HRL,2002-11-01,42.729,14.571,,,649.7,,
M-11-HRL,2002-12-01,50.392,3.548,,,654.1,,
M-11-HRL,2003-01-01,55.688,3.929,,,654.1,,
M-11-HRL,2003-02-01,40.492,2.857,,,648.6,,
M-11-HRL,2003-03-01,50.372,3.548,,,648.8,,
M-11-HRL,2003-04-01,39.274,2.762,,,648.5,,
M-11-HRL,2003-05-01,36.295,2.571,,,643.4,,
M-11-HRL,2003-06-01,46.684,3.31,,,645.6,,
M-11-HRL,2003-07-01,60.551,4.286,,,,,
M-11-HRL,2003-08-01,40.847,2.881,,,660.6,,
M-11-HRL,2003-09-01,42.708,3.024,,,,,897.0
M-11-HRL,2003-10-01,40.042,2.833,,,,,
M-11-HRL,2003-11-01,31.168,3.381,,,,,
M-11-HRL,2003-12-01,40.89,4.429,,,,,
M-11-HRL,2004-01-01,38.382,21.81,,,657.4,,
M-11-HRL,2004-02-01,34.082,2.405,,,656.9,,
M-11-HRL,2004-03-01,41.734,43.929,,,665.8,,
M-11-HRL,2004-04-01,48.783,51.357,,,670.1,,
M-11-HRL,2004-05-01,36.356,2.905,,,659.4,,
M-11-HRL,2004-06-01,37.49,3.095,,,650.1,,
M-11-HRL,2004-07-01,37.075,1.69,,,662.0,,
M-11-HRL,2004-08-01,33.714,2.214,,,658.8,,874.0
M-11-HRL,2004-09-01,37.267,6.81,,,656.8,,
M-11-HRL,2004-10-01,50.475,91.81,,,651.3,,
M-11-HRL,2004-11-01,72.691,169.452,,,653.4,,
M-11-HRL,2004-12-01,35.8,3.595,,,653.8,,
M-11-HRL,2005-01-01,36.949,3.667,,,657.7,,
M-11-HRL,2005-02-01,34.212,4.286,,,651.1,,
M-11-HRL,2005-03-01,46.136,29.024,,,675.6,,
M-11-HRL,2005-04-01,52.313,33.0,,,660.1,,
M-11-HRL,2005-05-01,87.3,334.071,,,624.7,,
M-11-HRL,2005-06-01,80.686,270.024,,,614.2,,
M-11-HRL,2005-07-01,84.446,298.5,,,611.4,,
M-11-HRL,2005-08-01,87.22,320.357,,,615.7,,
M-11-HRL,2005-09-01,62.418,225.333,,,614.0,,
M-11-HRL,2005-10-01,65.965,205.524,,,619.5,,853.0
M-11-HRL,2005-11-01,74.37,311.857,,,615.8,,
M-11-HRL,2005-12-01,80.23,395.881,,,611.8,,
M-11-HRL,2006-01-01,90.386,452.071,,,628.0,,843.0
M-11-HRL,2006-02-01,60.359,275.452,,,603.8,,
M-11-HRL,2006-03-01,54.666,244.952,,,605.5,,
M-11-HRL,2006-04-01,75.227,333.952,,,628.9,,
M-11-HRL,2006-05-01,80.474,357.905,,,602.6,,
M-11-HRL,2006-06-01,82.334,371.738,,,600.2,,
M-11-HRL,2006-07-01,83.213,373.667,,,599.6,,
M-11-HRL,2006-08-01,92.43,452.571,,,595.4,,
M-11-HRL,2006-09-01,64.128,279.024,,,602.2,,
M-11-HRL,2006-10-01,87.566,358.381,,,593.6,,
M-11-HRL,2006-11-01,83.499,334.452,,,594.7,,
M-11-HRL,2006-12-01,91.419,366.286,,,590.4,,
M-11-HRL,2007-01-01,51.621,188.667,,,585.8,,
M-11-HRL,2007-02-01,44.963,60.786,,,626.6,,
M-11-HRL,2007-03-01,39.672,31.5,,,611.2,,829.0
M-11-HRL,2007-04-01,30.879,1.286,,,615.9,,
M-11-HRL,2007-05-01,32.808,1.452,,,607.1,,
M-11-HRL,2007-06-01,30.918,0.69,,,616.3,,
M-11-HRL,2007-07-01,37.388,36.619,,,603.7,,
M-11-HRL,2007-08-01,40.546,35.667,,,612.9,,
M-11-HRL,2007-09-01,35.253,27.929,,,635.4,,
M-11-HRL,2007-10-01,31.227,3.286,,,606.5,,
M-11-HRL,2007-11-01,39.793,5.762,,,569.6,,
M-11-HRL,2007-12-01,45.784,6.619,,,599.9,,
M-11-HRL,2008-01-01,55.11,97.976,,,605.1,,
M-11-HRL,2008-02-01,47.135,50.31,,,618.2,,
M-11-HRL,2008-03-01,39.997,43.595,,,620.0,,
M-11-HRL,2008-04-01,35.207,21.357,,,598.8,,
M-11-HRL,2008-05-01,40.555,37.619,,,595.2,,815.0
M-11-HRL,2008-06-01,44.5,34.31,,,597.4,,
M-11-HRL,2008-07-01,49.938,37.976,,,608.1,,
M-11-HRL,2008-08-01,45.215,50.524,,,602.3,,
M-11-HRL,2008-09-01,43.895,54.667,,,617.8,,
M-11-HRL,2008-10-01,54.588,68.0,,,690.3,,
M-11-HRL,2008-11-01,54.236,91.429,,,613.3,,
M-11-HRL,2008-12-01,39.478,58.286,,,607.7,,
M-11-HRL,2009-01-01,41.959,61.952,,,609.6,,
M-11-HRL,2009-02-01,28.778,9.738,,,581.3,,808.0
M-11-HRL,2009-03-01,40.169,59.31,,,577.3,,
M-11-HRL,2009-04-01,42.942,87.095,,,614.3,,
M-11-HRL,2009-05-01,39.063,7.714,,,598.6,,
M-11-HRL,2009-06-01,57.499,11.357,,,575.5,,
M-11-HRL,2009-07-01,48.795,9.238,,,577.3,,
M-11-HRL,2009-08-01,46.375,8.786,,,573.7,,
M-11-HRL,2009-09-01,46.609,8.833,,,582.2,,
M-11-HRL,2009-10-01,42.262,8.571,,,592.5,,
M-11-HRL,2009-11-01,46.192,102.119,,,563.2,,
M-11-HRL,2009-12-01,47.212,93.595,,,557.9,,
M-11-HRL,2010-01-01,46.881,92.929,,,553.5,,802.0
M-11-HRL,2010-02-01,46.719,141.429,,,555.2,,
M-11-HRL,2010-03-01,59.466,176.238,,,564.8,,
M-11-HRL,2010-04-01,47.644,56.905,,,552.3,,
M-11-HRL,2010-05-01,75.021,324.952,,,553.2,,
M-11-HRL,2010-06-01,56.038,161.262,,,543.5,,
M-11-HRL,2010-07-01,60.342,191.905,,,539.1,,
M-11-HRL,2010-08-01,84.456,616.643,,,538.8,,
M-11-HRL,2010-09-01,55.482,269.405,,,530.8,,
M-11-HRL,2010-10-01,69.378,307.048,,,537.3,,
M-11-HRL,2010-11-01,74.79,242.357,,,520.9,,
M-11-HRL,2010-12-01,52.696,182.905,,,531.5,,
M-11-HRL,2011-01-01,60.401,229.786,,,533.7,,779.0
M-11-HRL,2011-02-01,37.056,41.738,,,526.4,,
M-11-HRL,2011-03-01,41.981,44.833,,,532.1,,
M-11-HRL,2011-04-01,47.464,89.81,,,521.2,,
M-11-HRL,2011-05-01,69.282,147.476,,,519.5,,
M-11-HRL,2011-06-01,73.424,250.238,,,531.3,,
M-11-HRL,2011-07-01,85.974,414.548,,,518.5,,
M-11-HRL,2011-08-01,59.008,302.929,,,509.3,,
M-11-HRL,2011-09-01,65.885,382.929,,,521.5,,
M-11-HRL,2011-10-01,31.951,4.738,,,513.5,,
M-11-HRL,2011-11-01,46.729,54.643,,,523.7,,
M-11-HRL,2011-12-01,39.898,46.643,,,523.1,,
M-11-HRL,2012-01-01,84.288,445.952,,,517.2,,762.0
M-11-HRL,2012-02-01,57.308,295.929,,,512.4,,
M-11-HRL,2012-03-01,70.016,307.524,,,51.3,,
M-11-HRL,2012-04-01,95.908,582.119,,,508.5,,
M-11-HRL,2012-05-01,68.497,418.19,,,511.2,,
M-11-HRL,2012-06-01,45.951,262.595,,,495.2,,
M-11-HRL,2012-07-01,55.308,345.929,,,491.3,,
M-11-HRL,2012-08-01,58.134,256.214,,,507.5,,
M-11-HRL,2012-09-01,31.466,76.238,,,508.8,,
M-11-HRL,2012-10-01,48.331,126.19,,,487.2,,
M-11-HRL,2012-11-01,67.832,382.31,,,502.3,,
M-11-HRL,2012-12-01,33.678,107.619,,,501.8,,
M-11-HRL,2013-01-01,37.953,76.429,,,497.9,,
M-11-HRL,2013-02-01,27.99,5.738,,,503.9,,
M-11-HRL,2013-03-01,50.444,10.357,,,505.3,,
M-11-HRL,2013-04-01,56.142,12.762,,,506.6,,
M-11-HRL,2013-05-01,55.642,12.643,,,495.5,,
M-11-HRL,2013-06-01,58.067,13.19,,,496.3,,
M-11-HRL,2013-07-01,47.54,10.81,,,485.0,,
M-11-HRL,2013-08-01,45.91,10.429,,,496.9,,
M-11-HRL,2013-09-01,63.972,14.5,,,489.5,,
M-11-HRL,2013-10-01,40.327,9.143,,,475.7,,
M-11-HRL,2013-11-01,79.731,18.119,,,475.6,,
M-11-HRL,2013-12-01,64.514,18.286,,,470.5,,
M-11-HRL,2014-01-01,67.615,19.19,,,483.2,,
M-11-HRL,2014-02-01,30.386,8.619,,,483.5,,
M-11-HRL,2014-03-01,31.681,8.976,,,474.3,,
M-11-HRL,2014-04-01,42.133,11.952,,,513.5,,
M-11-HRL,2014-05-01,43.264,12.262,,,492.4,,
M-11-HRL,2014-06-01,41.215,16.762,,,500.1,,
M-11-HRL,2014-07-01,32.82,1.119,,,461.5,,
M-11-HRL,2014-08-01,66.858,2.286,,,482.1,,
M-11-HRL,2014-09-01,78.607,8.452,,,478.9,,
M-11-HRL,2014-10-01,109.25,258.19,,,457.6,,
M-11-HRL,2014-11-01,69.099,163.31,,,464.0,,
M-11-HRL,2014-12-01,100.186,236.762,,,460.9,,767.0
M-11-HRL,2015-01-01,93.314,220.524,,,459.0,,
M-11-HRL,2015-02-01,81.12,191.69,,,454.5,,
M-11-HRL,2015-03-01,65.3,154.31,,,439.9,,
M-11-HRL,2015-04-01,86.572,204.595,,,456.5,,
M-11-HRL,2015-05-01,60.276,142.429,,,449.9,,
M-11-HRL,2015-06-01,103.179,243.857,,,446.4,,
M-11-HRL,2015-07-01,65.744,155.357,,,444.5,,
M-11-HRL,2015-08-01,93.476,222.143,31.0,48.0,439.7,430.2,
M-11-HRL,2015-09-01,44.192,104.048,30.0,48.0,429.7,428.3,
M-11-HRL,2015-10-01,56.577,133.167,31.0,48.0,464.9,428.9,
M-11-HRL,2015-11-01,46.731,110.024,30.0,48.0,530.0,425.0,
M-11-HRL,2015-12-01,108.67,256.595,31.0,48.0,429.4,419.5,
M-11-HRL,2016-01-01,94.528,223.262,31.0,48.0,421.6,406.4,
M-11-HRL,2016-02-01,100.424,237.143,29.0,48.0,420.9,407.6,
M-11-HRL,2016-03-01,84.711,200.048,24.0,48.0,421.8,393.9,695.0
M-11-HRL,2016-04-01,101.709,240.31,30.0,48.0,418.5,401.7,
M-11-HRL,2016-05-01,78.62,185.738,31.0,48.0,413.8,395.1,
M-11-HRL,2016-06-01,103.067,243.476,30.0,48.0,406.7,391.8,
M-11-HRL,2016-07-01,79.739,188.405,31.0,48.0,368.0,354.5,
M-11-HRL,2016-08-01,113.703,268.667,31.0,48.0,401.1,385.7,
M-11-HRL,2016-09-01,107.73,254.548,30.0,48.0,397.4,381.3,
M-11-HRL,2016-10-01,61.477,145.214,31.0,48.0,399.3,397.5,
M-11-HRL,2016-11-01,112.728,266.333,30.0,48.0,394.2,378.7,
M-11-HRL,2016-12-01,85.739,202.524,31.0,48.0,384.8,366.3,
