date,well,pressure,choke_size,prod_days,gas_produced,water_produced,porosity,permeability_md,skin,sw,net_pay_m,chlorides_ppm,top_perf_md,bottom_perf_md,perf_midpoint_md,bhp,gas_gravity
2006-12-01,11,590.4,,,91.419,366.286,0.2,7.4,-0.1,0.45,10.5,17000,695.0,705.5,700.25,,0.7
2007-01-01,11,585.8,,,51.621,188.667,0.2,7.4,-0.1,0.45,10.5,17000,695.0,705.5,700.25,,0.7
2007-02-01,11,626.6,,,44.963,60.786,0.2,7.4,-0.1,0.45,10.5,17000,695.0,705.5,700.25,,0.7
2007-03-01,11,611.2,,,39.672,31.5,0.2,7.4,-0.1,0.45,10.5,17000,695.0,705.5,700.25,,0.7
2007-04-01,11,615.9,,,30.879,1.286,0.2,7.4,-0.1,0.45,10.5,17000,695.0,705.5,700.25,,0.7
2007-05-01,11,607.1,,,32.808,1.452,0.2,7.4,-0.1,0.45,10.5,17000,695.0,705.5,700.25,,0.7
2007-06-01,11,616.3,,,30.918,0.69,0.2,7.4,-0.1,0.45,10.5,17000,695.0,705.5,700.25,,0.7
2007-07-01,11,603.7,,,37.388,36.619,0.2,7.4,-0.1,0.45,10.5,17000,695.0,705.5,700.25,,0.7
2007-08-01,11,612.9,,,40.546,35.667,0.2,7.4,-0.1,0.45,10.5,17000,695.0,705.5,700.25,,0.7
2007-09-01,11,635.4,,,35.253,27.929,0.2,7.4,-0.1,0.45,10.5,17000,695.0,705.5,700.25,,0.7
2007-10-01,11,606.5,,,31.227,3.286,0.2,7.4,-0.1,0.45,10.5,17000,695.0,705.5,700.25,,0.7
2007-11-01,11,569.6,,,39.793,5.762,0.2,7.4,-0.1,0.45,10.5,17000,695.0,705.5,700.25,,0.7
2007-12-01,11,599.9,,,45.784,6.619,0.2,7.4,-0.1,0.45,10.5,17000,695.0,705.5,700.25,,0.7
2008-01-01,11,605.1,,,55.11,97.976,0.2,7.4,-0.1,0.45,10.5,17000,695.0,705.5,700.25,,0.7
2008-02-01,11,618.2,,,47.135,50.31,0.2,7.4,-0.1,0.45,10.5,17000,695.0,705.5,700.25,,0.7
2008-03-01,11,620.0,,,39.997,43.595,0.2,7.4,-0.1,0.45,10.5,17000,695.0,705.5,700.25,,0.7
2008-04-01,11,598.8,,,35.207,21.357,0.2,7.4,-0.1,0.45,10.5,17000,695.0,705.5,700.25,,0.7
2008-05-01,11,595.2,,,40.555,37.619,0.2,7.4,-0.1,0.45,10.5,17000,695.0,705.5,700.25,,0.7
2008-06-01,11,597.4,,,44.5,34.31,0.2,7.4,-0.1,0.45,10.5,17000,695.0,705.5,700.25,,0.7
2008-07-01,11,608.1,,,49.938,37.976,0.2,7.4,-0.1,0.45,10.5,17000,695.0,705.5,700.25,,0.7
2008-08-01,11,602.3,,,45.215,50.524,0.2,7.4,-0.1,0.45,10.5,17000,695.0,705.5,700.25,,0.7
2008-09-01,11,617.8,,,43.895,54.667,0.2,7.4,-0.1,0.45,10.5,17000,695.0,705.5,700.25,,0.7
