date,well,pressure,choke_size,prod_days,gas_produced,water_produced,porosity,permeability_md,skin,sw,net_pay_m,chlorides_ppm,top_perf_md,bottom_perf_md,perf_midpoint_md,bhp,gas_gravity
1995-04-01,22,817.9,,,32.457,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1995-05-01,22,819.2,,,43.283,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1995-06-01,22,812.3,,,28.126,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1995-07-01,22,852.7,,,15.155,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1995-08-01,22,830.7,,,49.911,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1995-09-01,22,780.2,,,55.676,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1995-10-01,22,786.5,,,48.792,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1995-11-01,22,801.3,,,48.633,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1995-12-01,22,802.3,,,85.269,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1996-01-01,22,790.5,,,72.011,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1996-02-01,22,783.7,,,76.299,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1996-04-01,22,793.5,,,71.429,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1996-05-01,22,780.0,,,77.709,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1996-06-01,22,780.0,,,71.028,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1996-07-01,22,781.0,,,74.782,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1996-08-01,22,791.3,,,72.28,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1996-09-01,22,797.7,,,56.429,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1996-10-01,22,798.0,,,41.893,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1996-11-01,22,788.0,,,56.31,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1996-12-01,22,764.4,,,55.094,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1998-07-01,22,758.0,,,47.939,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1999-02-01,22,723.5,,,33.309,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1999-07-01,22,730.3,,,33.299,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1999-08-01,22,724.5,,,24.402,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
1999-10-01,22,713.4,,,49.616,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2000-05-01,22,700.8,,,13.709,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2000-06-01,22,691.0,,,53.285,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2000-08-01,22,687.3,,,28.723,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2000-11-01,22,696.8,,,28.517,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2001-01-01,22,708.5,,,50.722,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2001-02-01,22,697.2,,,49.015,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2001-03-01,22,699.3,,,49.114,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2001-05-01,22,693.2,,,51.72,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2001-06-01,22,697.7,,,37.817,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2001-07-01,22,690.3,,,33.865,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2001-08-01,22,690.4,,,26.012,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2001-09-01,22,690.4,,,24.603,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2001-10-01,22,710.4,,,28.271,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2001-11-01,22,685.8,,,39.93,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2001-12-01,22,678.0,,,34.031,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2002-01-01,22,,,,42.407,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2002-02-01,22,773.2,,,35.485,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2002-03-01,22,883.4,,,30.274,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2002-04-01,22,695.6,,,44.073,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2002-05-01,22,678.5,,,38.873,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2002-06-01,22,692.1,,,34.958,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2002-07-01,22,,,,46.801,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2002-08-01,22,695.7,,,29.522,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2002-09-01,22,,,,30.046,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2002-10-01,22,677.6,,,32.166,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2002-11-01,22,669.4,,,36.024,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2002-12-01,22,671.8,,,43.84,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2003-01-01,22,669.2,,,39.702,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2003-02-01,22,661.8,,,37.018,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2003-03-01,22,672.2,,,38.744,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2003-04-01,22,669.1,,,43.862,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2003-05-01,22,669.9,,,44.233,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2003-06-01,22,676.8,,,41.958,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2003-07-01,22,,,,42.704,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2003-08-01,22,676.5,,,61.106,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2003-09-01,22,,,,57.982,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2003-10-01,22,,,,60.859,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2003-11-01,22,,,,50.559,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2003-12-01,22,,,,47.683,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2004-01-01,22,662.2,,,35.167,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2004-02-01,22,667.0,,,34.143,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2004-03-01,22,663.5,,,47.331,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2004-04-01,22,672.5,,,41.738,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2004-05-01,22,675.9,,,38.757,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2004-06-01,22,673.9,,,38.256,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2004-07-01,22,670.8,,,44.746,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2004-08-01,22,645.5,,,66.822,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2004-09-01,22,653.4,,,48.914,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2004-10-01,22,645.8,,,35.363,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2004-11-01,22,651.5,,,30.547,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2004-12-01,22,651.2,,,31.458,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2005-01-01,22,668.5,,,33.197,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2005-02-01,22,657.8,,,31.788,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2005-03-01,22,652.0,,,40.395,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2005-04-01,22,656.5,,,33.691,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2005-05-01,22,641.5,,,43.429,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2005-06-01,22,653.6,,,33.197,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2005-07-01,22,644.8,,,11.287,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2005-08-01,22,643.3,,,25.081,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2005-09-01,22,649.5,,,51.065,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2005-10-01,22,639.9,,,38.808,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2005-11-01,22,642.0,,,34.985,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2005-12-01,22,645.2,,,37.928,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2006-01-01,22,634.8,,,25.451,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,887.1824373,0.77
2006-02-01,22,636.7,,,36.863,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2006-03-01,22,645.9,,,35.011,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2006-04-01,22,637.6,,,23.996,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2006-05-01,22,635.3,,,33.252,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2006-06-01,22,627.4,,,50.326,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2006-07-01,22,624.3,,,38.377,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2006-08-01,22,627.5,,,39.912,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2006-09-01,22,630.5,,,37.172,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2006-10-01,22,622.4,,,29.505,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2006-11-01,22,618.6,,,37.256,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2006-12-01,22,617.6,,,36.437,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2007-01-01,22,612.5,,,38.798,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2007-02-01,22,612.3,,,36.639,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2007-03-01,22,615.3,,,44.193,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2007-04-01,22,615.8,,,26.975,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2007-05-01,22,599.2,,,39.846,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2007-06-01,22,604.9,,,43.053,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2007-07-01,22,617.6,,,34.176,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2007-08-01,22,612.4,,,30.565,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2007-09-01,22,610.5,,,33.289,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2007-10-01,22,607.2,,,26.677,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2007-11-01,22,656.3,,,43.689,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2007-12-01,22,620.0,,,30.776,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2008-01-01,22,602.6,,,43.405,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2008-02-01,22,602.1,,,34.247,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2008-03-01,22,601.1,,,28.05,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2008-04-01,22,602.5,,,58.38,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2008-05-01,22,609.5,,,39.617,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2008-06-01,22,580.8,,,28.603,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2008-07-01,22,587.8,,,27.437,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,869.5,0.77
2008-08-01,22,583.8,,,32.725,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2008-09-01,22,585.5,,,37.791,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2008-10-01,22,581.5,,,27.051,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2008-11-01,22,575.8,,,46.893,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2008-12-01,22,584.2,,,31.041,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2009-01-01,22,588.5,,,43.661,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2009-02-01,22,596.2,,,36.979,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2009-03-01,22,589.1,,,37.415,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2009-04-01,22,616.3,,,31.851,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2009-05-01,22,609.8,,,39.681,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2009-06-01,22,573.5,,,35.984,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2009-07-01,22,578.7,,,36.681,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2009-08-01,22,574.5,,,41.399,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2009-09-01,22,571.2,,,43.029,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2009-10-01,22,563.4,,,39.182,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2009-11-01,22,561.4,,,34.927,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2009-12-01,22,575.0,,,32.723,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2010-01-01,22,572.9,,,35.658,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,824.437,0.77
2010-02-01,22,579.1,,,33.337,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2010-03-01,22,575.8,,,39.61,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2010-04-01,22,576.4,,,37.958,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2010-05-01,22,616.8,,,35.025,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2010-06-01,22,569.7,,,37.56,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2010-07-01,22,663.8,,,23.482,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2010-08-01,22,563.0,,,30.412,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2010-09-01,22,558.0,,,26.531,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2010-10-01,22,566.5,,,37.288,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2010-11-01,22,553.6,,,39.096,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2010-12-01,22,540.0,,,32.277,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2011-01-01,22,551.4,,,37.194,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2011-02-01,22,568.1,,,27.0,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2011-03-01,22,553.4,,,32.891,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2011-04-01,22,569.5,,,34.816,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2011-05-01,22,557.2,,,34.712,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2011-06-01,22,549.1,,,28.57,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2011-07-01,22,547.6,,,21.73,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2011-08-01,22,542.8,,,38.648,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2011-09-01,22,546.4,,,41.22,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2011-10-01,22,547.2,,,35.787,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2011-11-01,22,536.1,,,33.749,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2011-12-01,22,541.2,,,30.333,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2012-01-01,22,533.7,,,25.033,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2012-02-01,22,544.2,,,41.419,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2012-03-01,22,530.1,,,30.754,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2012-04-01,22,541.5,,,35.887,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2012-05-01,22,536.0,,,32.627,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2012-06-01,22,550.5,,,31.996,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2012-07-01,22,536.7,,,34.486,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2012-08-01,22,542.5,,,38.949,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2012-09-01,22,539.8,,,17.041,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2012-10-01,22,523.4,,,34.976,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2012-11-01,22,529.9,,,21.081,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2012-12-01,22,538.9,,,17.847,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2013-01-01,22,531.8,,,20.754,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2013-02-01,22,528.5,,,23.704,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2013-03-01,22,542.5,,,28.875,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2013-04-01,22,553.2,,,28.167,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2013-05-01,22,522.5,,,21.431,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2013-06-01,22,526.3,,,18.452,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2013-07-01,22,527.1,,,26.836,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2013-08-01,22,516.3,,,39.835,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2013-09-01,22,515.1,,,30.335,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2013-10-01,22,517.9,,,20.894,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2013-11-01,22,595.2,,,23.332,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2013-12-01,22,502.1,,,28.427,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2014-01-01,22,505.5,,,24.572,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2014-02-01,22,512.8,,,30.745,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2014-03-01,22,516.1,,,26.591,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2014-04-01,22,502.4,,,28.583,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2014-05-01,22,538.8,,,33.74,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2014-06-01,22,496.1,,,22.221,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2014-07-01,22,484.7,,,28.109,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2014-08-01,22,491.2,,,21.869,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2014-09-01,22,501.1,,,32.75,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2014-10-01,22,473.0,,,28.194,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2014-11-01,22,478.3,,,19.206,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2014-12-01,22,481.3,,,23.023,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2015-01-01,22,476.6,,,32.124,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2015-02-01,22,478.3,,,43.092,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2015-03-01,22,478.3,,,34.863,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2015-04-01,22,489.1,,,35.314,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2015-05-01,22,470.8,,,30.353,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2015-06-01,22,461.0,,,38.488,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2015-07-01,22,467.6,,,29.211,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2015-08-01,22,455.2,64.0,31.0,36.493,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2015-09-01,22,456.0,64.0,30.0,16.213,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2015-10-01,22,461.2,64.0,31.0,36.842,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2015-11-01,22,485.6,64.0,30.0,20.859,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2015-12-01,22,460.0,64.0,31.0,28.667,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2016-01-01,22,450.0,64.0,31.0,37.309,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2016-02-01,22,441.0,64.0,29.0,42.586,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2016-03-01,22,449.1,64.0,31.0,43.077,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2016-04-01,22,439.2,64.0,30.0,22.812,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2016-05-01,22,449.0,64.0,31.0,26.868,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2016-06-01,22,437.5,64.0,30.0,36.447,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2016-07-01,22,400.4,64.0,31.0,37.776,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
2016-08-01,22,431.6,64.0,27.0,35.824,,0.19,5.9,5.3,0.42,11.649999999999977,14000,708.75,720.4,714.575,,0.77
